low,high,recent_strength,all_strength,avg_strength,persistent,zone_type
6372,6405,强：1.0,强：1.0,强：1.0,True,持久区
6504,6537,0.8,0.8,0.8,True,持久区
6537,6570,0.6,0.6,0.6,False,短期区
6570,6603,0.4,0.6,0.5,False,短期区
6603,6636,0.6,0.7,0.7,False,短期区
