low,high,recent_strength,all_strength,avg_strength,persistent,zone_type
1612,1620,0.0,强：1.0,0.5,False,短期区
1653,1662,强：1.0,0.3,强：0.7,False,短期区
1662,1670,强：0.8,0.5,强：0.7,True,持久区
1745,1754,0.0,0.5,0.2,False,短期区
1754,1762,0.0,0.5,0.2,False,短期区
1812,1821,0.0,强：0.8,0.4,False,短期区
