low,high,recent_strength,all_strength,avg_strength,persistent,zone_type
1145,1151,强：1.0,强：1.0,强：1.0,True,持久区
1151,1157,0.7,0.7,0.7,True,持久区
1164,1170,强：0.9,强：0.9,强：0.9,True,持久区
1170,1176,0.6,0.6,0.6,False,短期区
1176,1182,0.6,0.6,0.6,False,短期区
1195,1201,0.5,0.5,0.5,False,短期区
1239,1245,0.0,0.4,0.2,False,短期区
