low,high,recent_strength,all_strength,avg_strength,persistent,zone_type
5233,5260,0.4,0.4,0.4,True,持久区
5260,5286,0.4,0.5,0.5,True,持久区
5393,5420,0.2,0.3,0.3,False,短期区
5500,5527,强：1.0,强：1.0,强：1.0,True,持久区
