low,high,recent_strength,all_strength,avg_strength,persistent,zone_type
2924,2939,0.9,0.8,0.8,True,持久区
2984,2999,强：1.0,强：1.0,强：1.0,True,持久区
3059,3074,0.0,0.7,0.4,False,短期区
