low,high,recent_strength,all_strength,avg_strength,persistent,zone_type
755,759,0.0,0.5,0.3,False,短期区
770,774,0.0,0.5,0.3,False,短期区
774,778,0.2,0.5,0.4,False,短期区
778,782,0.1,强：1.0,强：0.5,False,短期区
786,789,强：0.6,0.4,0.5,False,短期区
793,797,0.5,0.4,0.5,False,短期区
797,801,强：1.0,强：0.7,强：0.8,True,持久区
