low,high,recent_strength,all_strength,avg_strength,persistent,zone_type
1119,1125,0.0,0.1,0.0,False,短期区
1155,1161,0.0,0.1,0.0,False,短期区
1167,1173,0.0,0.1,0.1,False,短期区
1173,1179,0.1,0.2,0.1,True,持久区
1179,1185,0.0,0.1,0.1,False,短期区
1221,1227,0.0,0.2,0.1,False,短期区
1227,1234,强：0.1,0.2,0.2,True,持久区
1240,1246,0.0,0.1,0.1,False,短期区
1252,1258,强：0.3,强：0.2,强：0.2,True,持久区
1276,1282,0.0,强：1.0,强：0.5,False,短期区
1354,1360,强：1.0,强：0.8,强：0.9,True,持久区
1379,1385,0.1,0.1,0.1,True,持久区
