low,high,recent_strength,all_strength,avg_strength,persistent,zone_type
13822,13893,0.0,0.9,0.5,False,短期区
14597,14667,强：1.0,0.9,强：1.0,True,持久区
14737,14808,0.2,0.8,0.5,False,短期区
14808,14878,0.1,强：1.0,0.5,False,短期区
14878,14949,0.8,0.8,0.8,True,持久区
