low,high,recent_strength,all_strength,avg_strength,persistent,zone_type
2741,2755,0.0,0.9,0.4,False,短期区
2783,2797,0.6,强：1.0,0.8,False,短期区
2797,2811,0.9,0.7,0.8,False,短期区
2838,2852,强：1.0,0.8,强：0.9,True,持久区
