low,high,recent_strength,all_strength,avg_strength,persistent,zone_type
11350,11411,强：0.4,0.3,0.3,False,短期区
11595,11656,强：1.0,强：0.8,强：0.9,True,持久区
11717,11778,0.1,0.4,0.3,False,短期区
11900,11961,0.0,强：1.0,强：0.5,False,短期区
12023,12084,0.0,0.5,0.2,False,短期区
12145,12206,0.0,0.8,0.4,False,短期区
12206,12267,0.0,0.7,0.3,False,短期区
12267,12328,0.0,0.4,0.2,False,短期区
