low,high,recent_strength,all_strength,avg_strength,persistent,zone_type
2897,2912,0.2,0.2,0.2,False,短期区
2928,2943,强：1.0,强：1.0,强：1.0,True,持久区
2959,2974,强：0.5,0.5,强：0.5,True,持久区
2974,2990,0.4,强：0.5,0.5,False,短期区
3005,3021,0.1,0.2,0.1,False,短期区
3052,3067,0.0,0.2,0.1,False,短期区
