low,high,recent_strength,all_strength,avg_strength,persistent,zone_type
9097,9146,强：0.8,0.2,强：0.5,True,持久区
9195,9244,强：1.0,0.3,强：0.6,True,持久区
9391,9440,0.0,0.2,0.1,False,短期区
9489,9538,0.0,0.3,0.1,False,短期区
9587,9636,0.0,0.3,0.2,False,短期区
9882,9931,0.0,强：1.0,0.5,False,短期区
10176,10225,0.0,0.2,0.1,False,短期区
10323,10372,0.0,强：0.7,0.4,False,短期区
